NDA,INDIA,YSRCP,AAP,AD(WPD),AIMIM,ASP(KR),SAD,UPPL,ZPM,JKAIP,IND,is_hung
227,299,0,4,4,1,1,5,0,0,2,0,False
303,212,0,10,3,5,2,2,1,0,2,3,False
267,244,17,3,1,4,3,1,0,2,0,1,True
265,244,9,9,1,3,2,1,0,1,1,7,True
257,244,11,6,1,3,3,3,2,2,2,9,True
320,178,7,11,1,4,3,5,1,1,2,10,False
294,208,25,7,2,2,0,0,0,1,1,3,False
234,277,15,7,2,0,0,2,2,0,2,2,False
300,224,5,4,1,3,2,2,0,0,0,2,False
293,219,11,8,0,1,2,0,0,2,1,6,False
287,217,19,7,0,0,3,4,1,1,2,2,False
285,237,4,2,4,1,3,2,2,0,1,2,False
263,239,18,10,0,3,0,5,0,0,0,5,True
284,223,18,3,1,0,2,0,2,2,2,6,False
290,223,16,3,1,3,2,1,1,2,1,0,False
205,282,17,13,5,5,2,4,0,1,1,8,False
268,238,10,5,4,6,2,1,0,0,0,9,True
223,279,12,5,3,5,2,3,0,1,2,8,False
264,235,22,2,0,6,0,3,1,2,2,6,True
324,180,10,4,5,4,1,1,2,2,1,9,False
268,235,14,13,2,1,3,2,2,2,0,1,True
251,256,11,6,2,6,1,2,2,0,2,4,True
307,217,4,3,2,2,0,2,0,2,2,2,False
292,223,8,9,1,1,1,3,1,1,0,3,False
227,269,9,15,3,3,3,4,0,2,0,8,True
279,227,12,15,1,1,1,1,0,2,0,4,False
286,231,6,6,5,5,1,1,0,0,1,1,False
319,182,5,13,4,5,3,3,1,2,1,5,False
251,262,14,4,3,3,1,3,0,0,1,1,True
247,261,17,0,4,4,1,3,0,1,0,5,True
233,274,6,10,2,1,0,4,2,2,0,9,False
258,247,15,4,2,3,0,3,1,1,1,8,True
260,249,7,12,4,4,3,0,0,2,0,2,True
233,296,2,3,1,0,0,4,2,1,1,0,False
229,274,16,7,4,4,3,2,2,1,0,1,False
274,222,14,9,5,5,0,3,1,2,0,8,False
253,269,7,0,3,0,1,0,0,1,0,9,True
325,190,4,12,1,1,1,4,2,0,0,3,False
275,225,22,8,2,2,1,2,0,0,2,4,False
247,254,25,0,5,3,0,5,2,1,1,0,True
322,184,12,11,0,4,0,3,2,2,2,1,False
241,255,18,8,3,5,2,2,1,2,1,5,True
256,248,1,15,5,4,2,1,2,2,2,5,True
301,208,5,11,3,2,0,2,0,2,2,7,False
319,202,3,1,2,3,1,2,0,0,1,9,False
282,245,6,2,2,0,2,0,2,0,1,1,False
263,248,4,9,4,0,2,4,2,2,1,4,True
311,199,19,3,1,2,1,2,1,1,2,1,False
316,182,14,12,2,1,2,5,0,1,2,6,False
285,219,15,2,3,3,3,3,1,1,0,8,False
309,193,11,11,3,3,1,3,1,0,1,7,False
285,224,10,13,1,3,2,3,1,0,0,1,False
241,265,9,12,4,0,2,5,2,2,1,0,True
259,244,14,12,2,3,1,3,1,0,0,4,True
250,272,2,5,0,4,3,0,2,0,2,3,False
280,224,15,2,2,3,0,5,2,1,0,9,False
290,202,21,13,0,2,1,4,0,2,0,8,False
221,276,19,11,1,5,1,2,0,0,1,6,False
275,250,2,1,5,6,0,0,2,0,2,0,False
302,203,22,1,2,4,2,3,2,0,1,1,False
294,203,21,12,2,4,0,2,1,2,0,2,False
282,225,8,12,3,0,1,4,2,1,0,5,False
273,222,25,2,1,2,2,4,2,0,0,10,False
207,287,19,11,1,4,1,4,2,2,1,4,False
264,226,25,2,5,6,0,5,1,1,0,8,True
258,258,11,8,1,0,3,0,0,0,1,3,True
256,237,25,8,1,5,0,0,1,1,0,9,True
231,271,17,10,2,4,0,0,0,2,0,6,True
271,240,3,15,0,1,3,4,2,1,0,3,True
256,253,20,3,0,0,1,4,1,1,2,2,True
249,245,21,2,5,6,2,1,2,0,0,10,True
287,227,8,0,3,5,2,4,2,1,0,4,False
248,259,17,11,3,0,0,5,0,0,0,0,True
220,280,17,9,2,3,1,1,1,1,1,7,False
320,185,10,12,4,0,2,4,2,1,1,2,False
254,269,1,11,0,1,3,1,0,2,1,0,True
237,275,7,5,3,1,0,1,1,2,2,9,False
238,269,13,3,4,6,0,1,1,1,2,5,True
283,228,8,9,0,3,0,3,1,0,0,8,False
253,246,17,14,2,3,2,4,1,0,1,0,True
310,217,3,3,0,5,1,1,1,0,1,1,False
267,229,19,12,0,2,3,1,0,0,0,10,True
311,187,22,7,5,3,2,2,0,1,0,3,False
273,239,6,5,5,6,1,5,2,0,0,1,False
276,251,0,4,1,1,2,2,2,0,1,3,False
265,221,20,10,5,5,2,3,2,2,1,7,True
257,241,18,14,1,5,0,1,2,1,2,1,True
314,190,17,6,0,1,0,5,1,2,0,7,False
318,188,20,1,5,1,2,3,2,1,2,0,False
284,224,14,0,1,4,2,4,2,1,0,7,False
251,273,1,1,4,0,2,2,0,2,1,6,False
258,234,25,6,2,0,3,1,1,2,1,10,True
261,256,9,3,4,5,1,1,2,0,0,1,True
277,251,0,4,3,3,0,1,2,0,0,2,False
321,196,6,3,3,2,0,3,1,0,1,7,False
277,247,1,3,0,6,0,1,0,0,2,6,False
271,239,15,10,1,1,1,0,0,1,1,3,True
264,234,18,9,2,6,3,0,2,2,2,1,True
217,271,18,11,4,4,3,4,1,2,0,8,True
238,283,4,3,2,3,2,1,1,2,1,3,False
249,275,1,6,4,0,2,1,1,0,0,4,False
270,251,2,4,5,6,2,0,0,1,2,0,True
232,276,6,5,0,5,2,4,0,1,2,10,False
261,240,19,4,3,2,2,4,0,1,1,6,True
291,222,2,3,4,4,3,1,0,2,2,9,False
255,256,10,1,5,2,3,0,0,2,0,9,True
304,198,12,8,1,2,2,4,2,2,1,7,False
284,236,1,2,4,4,1,5,1,2,0,3,False
296,206,8,9,5,4,3,3,1,2,1,5,False
276,211,23,5,5,6,0,5,2,2,2,6,False
286,221,15,11,0,5,3,0,0,0,2,0,False
268,221,18,14,1,3,3,2,0,1,2,10,True
236,273,7,11,3,1,2,4,2,0,0,4,False
319,184,6,6,5,6,3,4,0,0,2,8,False
272,243,7,5,4,3,0,4,1,0,1,3,False
262,236,15,11,1,4,2,2,0,2,2,6,True
230,264,22,4,3,0,3,4,1,2,2,8,True
238,278,7,5,3,3,0,4,2,1,2,0,False
227,267,24,6,0,5,1,5,2,2,0,4,True
215,279,20,15,2,1,3,4,2,0,0,2,False
232,294,5,1,1,0,0,1,0,1,2,6,False
261,235,21,14,2,0,2,5,1,0,2,0,True
320,188,10,13,0,3,0,3,0,1,0,5,False
313,178,15,13,4,3,2,2,2,1,1,9,False
271,223,17,9,2,5,2,4,1,0,2,7,True
212,289,8,13,5,4,0,0,2,2,1,7,False
298,192,24,13,1,5,3,0,0,0,0,7,False
337,169,3,9,5,3,1,4,0,2,1,9,False
271,235,7,13,1,2,0,4,0,1,1,8,True
258,254,2,11,3,4,1,5,2,2,0,1,True
297,210,14,6,1,1,2,1,2,2,0,7,False
261,261,0,4,3,2,3,1,1,2,2,3,True
288,214,9,11,4,3,0,4,1,0,1,8,False
232,279,5,7,0,5,1,5,1,2,0,6,False
228,279,8,3,3,3,1,4,2,2,2,8,False
323,174,13,14,3,5,2,5,0,2,1,1,False
271,249,7,7,2,2,1,0,2,0,1,1,True
283,219,21,9,0,1,3,2,1,2,1,1,False
302,196,22,4,4,4,2,4,0,2,2,1,False
267,235,13,9,3,1,3,0,1,1,2,8,True
279,232,4,6,4,2,1,3,1,0,1,10,False
260,245,4,13,5,5,0,2,0,1,2,6,True
233,264,13,13,0,6,0,4,1,1,1,7,True
224,274,16,4,4,3,3,3,2,2,2,6,False
310,204,8,8,0,2,2,4,1,2,2,0,False
247,252,11,9,1,5,1,3,2,2,1,9,True
274,225,17,9,2,5,0,2,1,1,0,7,False
252,241,9,8,4,6,2,5,2,2,2,10,True
318,179,19,12,3,4,3,1,0,1,2,1,False
244,264,11,7,3,2,1,0,0,1,2,8,True
224,288,1,12,0,4,0,4,0,2,1,7,False
298,198,23,8,4,0,1,3,1,2,0,5,False
297,203,15,5,4,5,0,3,1,2,1,7,False
295,226,0,10,2,1,2,1,2,0,2,2,False
264,240,20,1,3,3,2,2,2,1,0,5,True
245,261,17,11,2,3,0,0,1,0,0,3,True
284,215,20,6,4,4,1,4,1,0,2,2,False
259,258,14,3,2,4,0,0,2,0,1,0,True
280,228,4,7,2,5,2,4,2,1,1,7,False
286,211,10,13,2,4,0,5,2,0,2,8,False
294,196,23,12,0,1,2,5,2,2,2,4,False
273,240,12,3,1,3,1,4,0,2,2,2,False
311,203,12,4,1,0,1,2,0,2,2,5,False
311,205,8,5,1,1,0,3,1,0,0,8,False
269,225,13,15,0,6,3,2,0,0,2,8,True
258,249,9,5,4,2,1,2,2,1,2,8,True
297,221,0,1,4,3,2,4,1,2,2,6,False
254,256,16,6,4,0,2,0,0,0,2,3,True
249,266,9,6,0,2,2,2,2,2,0,3,True
279,219,15,12,2,3,2,2,2,1,0,6,False
295,218,4,8,3,3,2,4,1,2,2,1,False
234,280,14,2,4,1,1,1,1,1,1,3,False
223,287,2,7,4,2,2,3,2,1,1,9,False
307,201,5,11,2,0,2,2,0,1,2,10,False
313,203,11,7,3,1,1,0,0,0,0,4,False
282,234,3,12,2,2,2,4,1,0,1,0,False
267,233,20,5,1,2,2,5,1,1,2,4,True
304,215,17,0,1,0,0,1,1,0,2,2,False
310,190,6,15,3,3,2,2,0,1,2,9,False
305,211,8,6,2,0,0,5,0,0,0,6,False
312,192,14,5,2,0,3,4,0,2,1,8,False
323,194,7,8,2,0,0,1,1,2,0,5,False
281,231,10,1,4,1,3,4,2,0,2,4,False
256,248,14,12,2,1,2,0,1,0,2,5,True
227,277,8,11,1,2,2,3,1,0,2,9,False
288,206,25,6,3,6,0,5,0,1,0,3,False
247,254,17,11,0,3,1,3,0,2,2,3,True
288,210,24,1,5,0,3,3,2,0,0,7,False
287,213,19,11,3,3,0,2,1,0,1,3,False
301,206,12,10,4,2,0,0,2,1,2,3,False
305,206,13,4,2,3,2,2,2,2,0,2,False
268,229,19,5,4,6,0,0,1,0,2,9,True
303,205,10,9,4,2,1,1,0,2,1,5,False
265,237,22,0,4,4,2,0,2,2,2,3,True
234,272,15,4,4,3,2,0,1,0,2,6,False
295,188,20,15,4,6,1,1,0,2,2,9,False
270,232,3,15,4,6,3,2,2,2,2,2,True
262,231,19,7,2,0,3,4,2,2,2,9,True
289,214,15,3,3,4,1,3,1,2,0,8,False
308,206,4,8,5,3,1,5,1,1,1,0,False
294,217,17,3,0,0,2,4,2,2,1,1,False
292,228,2,4,4,5,1,4,2,0,1,0,False
225,273,19,13,3,5,2,0,1,1,0,1,False
270,237,19,5,2,5,0,2,1,0,0,2,True
276,243,5,11,2,2,0,1,1,0,1,1,False
264,228,22,9,5,4,0,1,1,2,1,6,True
288,216,16,6,2,4,1,4,0,2,0,4,False
248,269,8,5,0,0,2,0,1,2,0,8,True
242,267,8,10,0,3,1,4,1,1,1,5,True
250,258,16,0,4,3,0,2,0,1,1,8,True
263,243,18,6,2,3,0,2,0,0,2,4,True
307,202,8,7,5,3,2,4,0,0,1,4,False
301,214,10,2,4,4,1,3,2,1,0,1,False
260,244,11,9,0,3,2,4,1,2,0,7,True
255,247,11,10,3,4,3,4,2,1,0,3,True
249,257,6,12,2,5,2,2,2,1,2,3,True
262,244,15,1,3,0,2,1,2,1,2,10,True
271,234,13,10,3,3,2,0,0,1,2,4,True
321,201,1,3,2,1,1,3,0,2,0,8,False
269,248,10,5,4,1,0,0,2,1,2,1,True
285,213,20,7,0,4,2,4,2,2,1,3,False
263,255,5,3,4,3,1,1,0,1,2,5,True
234,258,15,12,3,5,2,4,1,0,1,8,True
291,230,0,4,0,2,3,3,0,1,1,8,False
230,269,20,12,2,2,1,4,0,1,0,2,True
264,229,25,0,5,0,2,5,2,0,1,10,True
301,209,11,14,0,3,1,0,1,0,1,2,False
284,214,13,13,4,1,2,2,1,2,1,6,False
243,258,18,1,4,4,1,3,2,0,1,8,True
245,261,13,0,0,5,1,5,2,1,1,9,True
227,275,10,14,3,1,2,2,1,1,1,6,False
243,267,7,7,0,6,3,5,1,0,0,4,True
274,210,24,10,1,6,1,4,2,0,1,10,False
219,288,7,13,3,5,0,0,1,1,0,6,False
235,274,9,11,0,1,2,3,2,1,2,3,False
223,291,13,1,0,1,2,2,0,1,1,8,False
287,229,2,7,4,4,1,0,2,1,0,6,False
269,259,3,0,3,1,2,1,0,2,0,3,True
231,270,19,11,2,5,0,4,1,0,0,0,True
304,224,2,1,0,2,0,1,2,2,2,3,False
260,256,2,8,0,6,0,4,0,2,2,3,True
258,243,14,6,0,2,3,5,2,1,1,8,True
280,200,23,14,3,6,1,3,2,2,1,8,False
303,196,18,15,3,2,0,1,1,2,1,1,False
277,216,15,11,4,5,2,4,1,2,2,4,False
232,282,18,3,1,1,2,1,1,2,0,0,False
315,195,21,7,2,2,0,0,1,0,0,0,False
310,209,0,8,1,2,2,4,2,1,0,4,False
260,237,25,2,0,1,1,5,1,1,0,10,True
290,228,4,4,3,5,2,0,0,2,2,3,False
281,230,9,9,0,2,2,0,0,2,2,6,False
319,195,0,12,3,3,3,3,2,1,1,1,False
317,174,20,9,2,5,1,3,1,1,2,8,False
271,239,1,9,5,2,1,4,1,1,0,9,True
264,227,24,7,4,1,1,4,0,2,0,9,True
287,224,4,7,2,2,2,4,2,0,2,7,False
288,226,1,9,3,3,1,2,1,1,2,6,False
249,269,3,5,1,2,0,1,1,2,1,9,True
275,245,5,3,3,3,1,2,0,0,1,5,False
274,237,12,3,3,3,3,3,1,2,2,0,False
215,294,12,2,0,3,1,5,1,2,0,8,False
279,235,5,6,2,1,0,4,0,1,0,10,False
256,231,25,14,5,2,1,5,0,0,0,4,True
251,245,11,13,1,4,2,5,1,0,0,10,True
297,216,5,9,3,1,2,2,0,2,0,6,False
257,248,5,9,3,2,2,4,1,2,2,8,True
285,225,11,12,0,0,1,4,2,1,2,0,False
227,271,15,13,4,3,3,2,1,2,2,0,True
278,234,14,9,0,3,0,2,1,0,0,2,False
280,238,6,4,2,1,2,3,1,1,2,3,False
253,256,12,0,5,5,2,0,2,2,1,5,True
265,239,12,8,3,2,2,4,0,0,0,8,True
267,234,15,11,2,5,0,1,2,1,0,5,True
239,269,21,4,3,1,1,1,0,0,0,4,True
227,293,0,11,2,0,0,4,2,1,0,3,False
263,255,6,0,1,3,3,1,0,1,2,8,True
253,247,5,9,5,6,0,4,2,0,2,10,True
282,218,15,7,1,5,2,3,1,2,1,6,False
245,270,5,5,1,5,1,2,2,1,1,5,True
282,219,20,1,3,0,1,5,1,0,2,9,False
272,237,14,2,3,1,1,4,0,1,1,7,False
267,233,18,8,1,2,0,3,0,1,1,9,True
214,274,21,4,3,5,3,4,2,2,2,9,False
302,203,7,8,5,6,2,3,0,0,0,7,False
271,237,17,6,0,4,2,2,2,1,1,0,True
298,208,11,6,3,4,3,1,0,0,1,8,False
308,198,12,9,4,4,1,4,1,2,0,0,False
325,182,17,2,2,5,1,3,0,0,1,5,False
250,268,3,4,0,4,3,1,1,1,0,8,True
267,247,17,1,3,1,1,4,1,0,0,1,True
259,242,13,11,1,6,0,4,0,1,0,6,True
316,198,4,7,3,1,2,1,0,1,0,10,False
259,239,19,4,2,4,3,4,2,0,2,5,True
257,256,10,3,4,3,1,0,2,1,2,4,True
288,218,11,9,4,4,3,3,0,0,0,3,False
251,256,7,10,2,5,2,2,2,1,0,5,True
271,226,11,13,3,3,3,3,2,2,0,6,True
310,205,12,4,3,0,0,2,1,1,1,4,False
247,267,11,1,2,3,1,3,0,2,0,6,True
291,207,19,13,2,4,1,4,2,0,0,0,False
282,226,18,7,1,2,0,0,1,0,0,6,False
300,206,17,7,2,2,2,1,2,2,1,1,False
243,267,6,4,3,4,1,2,2,2,2,7,True
239,279,8,4,1,1,1,4,2,0,1,3,False
269,230,11,13,1,5,2,0,2,2,0,8,True
305,196,10,10,2,3,3,4,2,2,2,4,False
260,216,24,13,3,6,2,4,1,2,2,10,True
238,265,9,14,5,3,1,4,1,1,1,1,True
303,225,0,5,1,1,2,0,0,0,2,4,False
266,226,15,15,1,3,3,5,0,1,2,6,True
222,275,15,14,5,2,3,2,0,2,1,2,False
217,290,16,11,1,2,0,0,1,2,0,3,False
291,234,9,1,0,0,2,1,2,1,0,2,False
297,204,18,12,0,0,3,3,2,1,1,2,False
270,222,19,13,2,4,3,3,0,2,2,3,True
285,225,20,2,1,0,0,2,0,2,1,5,False
279,226,7,14,2,2,1,2,0,0,0,10,False
281,228,5,13,5,1,1,2,0,0,2,5,False
242,245,23,13,4,6,0,0,0,0,0,10,True
273,244,4,7,4,2,1,1,2,2,1,2,False
264,232,18,6,3,4,2,3,1,2,1,7,True
284,229,11,11,0,2,2,1,1,1,0,1,False
213,298,6,7,3,5,2,5,2,1,0,1,False
231,280,1,9,3,5,0,2,2,0,2,8,False
258,263,1,11,0,4,2,1,1,0,0,2,True
271,239,10,10,3,3,0,2,2,1,0,2,True
275,248,4,3,0,5,0,0,0,1,0,7,False
322,185,21,8,0,0,0,1,0,0,2,4,False
278,213,15,14,5,6,1,1,0,2,0,8,False
297,206,21,3,4,4,1,1,1,0,2,3,False
263,243,19,4,3,2,0,1,0,0,2,6,True
262,244,13,11,3,2,0,2,1,1,2,2,True
272,249,9,1,1,4,2,2,0,2,1,0,False
279,239,2,6,4,0,2,2,1,1,0,7,False
284,215,20,9,3,4,0,2,0,2,0,4,False
295,216,3,12,3,0,1,4,1,2,0,6,False
261,252,15,0,3,2,2,2,2,1,1,2,True
252,261,0,7,5,0,3,4,2,1,1,7,True
268,240,4,13,1,4,3,1,1,0,0,8,True
304,207,11,8,0,4,1,0,1,0,1,6,False
300,222,9,0,3,3,2,0,0,2,0,2,False
277,237,4,9,3,1,1,2,1,1,0,7,False
243,259,17,5,0,2,2,3,0,1,1,10,True
284,230,5,4,2,5,0,4,2,0,1,6,False
275,225,16,15,1,6,0,1,1,0,2,1,False
233,282,0,7,1,3,3,4,2,1,0,7,False
254,262,6,3,3,3,2,2,1,2,2,3,True
250,252,2,15,5,6,3,5,1,0,0,4,True
265,232,19,9,2,2,2,2,1,1,2,6,True
244,271,15,2,3,3,0,2,1,2,0,0,True
286,228,20,1,2,2,0,1,2,0,0,1,False
250,257,12,8,0,6,1,1,2,0,2,4,True
235,286,12,1,0,0,0,4,0,0,1,4,False
260,240,24,0,1,6,3,3,2,0,0,4,True
243,267,11,12,0,2,1,3,1,1,2,0,True
282,230,8,9,0,2,2,0,0,2,1,7,False
231,281,6,5,5,5,1,3,1,1,1,3,False
249,277,3,0,5,0,0,3,2,2,2,0,False
298,211,9,9,1,2,2,0,1,1,1,8,False
233,265,12,11,3,5,2,3,1,0,0,8,True
246,252,11,10,4,5,3,0,2,1,2,7,True
262,256,9,2,0,0,2,4,1,1,1,5,True
257,253,10,9,1,2,1,3,2,1,0,4,True
239,264,8,11,4,3,2,2,0,2,1,7,True
276,221,16,5,2,5,2,5,2,0,2,7,False
279,219,22,6,2,2,2,2,2,1,0,6,False
301,214,0,9,4,3,1,2,1,2,2,4,False
217,271,24,10,1,4,1,3,2,0,0,10,True
301,203,16,9,0,3,0,2,1,0,2,6,False
308,183,12,12,5,5,2,4,0,0,2,10,False
295,211,13,6,1,3,3,5,1,2,0,3,False
278,232,15,3,0,2,2,0,2,0,1,8,False
285,235,3,1,0,2,3,4,2,0,0,8,False
324,175,19,4,2,4,2,2,1,2,1,7,False
311,209,0,5,1,6,0,3,1,0,0,7,False
278,220,7,15,4,5,0,2,2,1,0,9,False
244,264,14,8,0,1,1,3,2,2,0,4,True
243,272,5,0,1,5,1,4,1,0,2,9,False
261,247,11,8,3,3,2,2,1,0,1,4,True
218,276,20,8,3,5,0,5,2,0,0,6,False
275,242,3,13,4,2,0,0,0,0,0,4,False
250,254,16,7,3,5,1,3,0,2,1,1,True
279,241,0,15,1,3,1,0,0,0,2,1,False
282,236,2,12,2,4,1,0,1,2,1,0,False
280,248,1,1,1,6,1,1,2,2,0,0,False
258,243,15,14,4,1,1,3,1,0,2,1,True
240,272,10,2,2,3,1,2,1,0,2,8,False
324,176,23,4,1,1,2,0,1,1,2,8,False
219,293,11,0,2,5,1,4,1,1,1,5,False
308,209,4,2,2,5,2,0,2,1,0,8,False
292,222,9,4,5,2,2,4,0,1,1,1,False
285,233,17,0,2,1,1,2,0,0,2,0,False
251,241,22,13,0,0,3,4,0,1,1,7,True
287,224,17,5,3,0,0,3,0,2,0,2,False
276,231,16,7,2,0,0,0,2,2,1,6,False
271,245,1,11,2,4,2,1,1,1,1,3,True
278,223,13,10,2,5,2,0,0,2,2,6,False
246,267,5,4,4,1,3,2,1,1,2,7,True
232,276,9,11,2,1,3,2,1,2,1,3,False
335,183,1,6,5,5,0,4,0,2,0,2,False
274,237,9,2,5,0,3,5,1,0,1,6,False
279,247,3,3,2,0,2,2,1,1,1,2,False
289,228,14,0,0,4,1,2,1,2,1,1,False
268,250,6,8,5,3,0,0,2,0,1,0,True
282,222,16,8,3,5,0,2,1,0,0,4,False
261,236,20,9,3,2,3,1,0,1,1,6,True
296,214,6,0,3,5,2,5,1,2,1,8,False
217,288,16,3,4,1,3,3,1,2,0,5,False
237,271,1,13,3,4,1,2,2,2,1,6,True
275,248,8,2,3,0,0,0,1,1,1,4,False
323,176,18,10,0,4,3,2,2,2,0,3,False
289,216,8,12,4,5,2,2,1,1,2,1,False
309,201,1,14,5,2,2,5,0,1,1,2,False
294,207,15,8,1,6,3,4,2,1,2,0,False
260,241,22,2,3,3,0,0,0,0,2,10,True
276,231,15,11,2,1,1,3,0,1,0,2,False
284,228,11,13,4,2,0,1,0,0,0,0,False
291,221,12,8,2,4,0,2,1,1,1,0,False
288,212,5,15,2,1,0,5,1,2,2,10,False
283,226,6,14,5,1,2,1,1,1,2,1,False
239,266,10,11,1,6,1,0,2,0,1,6,True
264,237,21,9,0,0,3,3,1,1,2,2,True
310,195,11,14,1,4,0,1,0,0,0,7,False
296,208,18,0,1,3,3,3,1,0,1,9,False
292,235,0,2,2,5,2,2,1,0,1,1,False
232,278,13,9,1,3,2,2,2,1,0,0,False
228,252,23,14,4,5,1,3,1,2,0,10,True
254,262,9,1,5,0,0,4,2,1,0,5,True
280,245,2,0,3,0,3,1,2,1,1,5,False
285,224,11,7,3,1,0,3,2,1,1,5,False
237,269,17,1,1,1,3,2,1,2,1,8,True
259,248,0,14,4,4,2,5,1,1,2,3,True
279,240,4,7,2,2,0,3,2,1,1,2,False
323,191,12,0,4,5,2,3,0,1,1,1,False
284,217,15,11,2,1,0,3,0,1,2,7,False
232,261,16,12,2,5,2,2,1,2,2,6,True
261,242,15,8,4,5,3,5,0,0,0,0,True
259,246,6,14,4,4,0,4,2,2,0,2,True
224,275,25,2,5,3,2,0,0,0,1,6,False
219,291,4,5,2,4,3,4,2,0,1,8,False
272,240,10,3,0,2,2,3,2,1,2,6,False
311,203,4,4,1,4,2,2,0,2,1,9,False
231,278,11,6,3,3,0,1,0,1,1,8,False
320,194,11,1,3,2,2,3,2,0,2,3,False
307,185,23,14,4,4,2,3,1,0,0,0,False
261,239,23,2,1,0,1,1,1,2,2,10,True
244,267,10,7,2,2,2,5,1,0,0,3,True
281,241,5,10,0,0,0,1,2,0,2,1,False
274,236,6,8,2,3,2,1,1,2,0,8,False
286,227,17,2,2,1,0,3,1,2,2,0,False
263,259,3,2,2,4,2,2,2,1,1,2,True
252,247,15,6,3,4,3,5,0,0,1,7,True
232,265,10,15,3,2,3,5,1,0,0,7,True
227,283,0,7,5,2,1,5,1,2,2,8,False
243,277,9,4,0,1,1,1,0,1,2,4,False
301,221,3,2,4,1,1,1,2,1,0,6,False
268,235,13,9,0,4,2,0,2,1,2,7,True
211,301,16,0,0,2,1,1,2,0,2,7,False
301,204,15,10,1,3,3,2,1,0,2,1,False
281,231,12,6,2,0,3,2,1,2,0,3,False
324,177,17,13,0,2,1,2,0,0,2,5,False
272,240,9,3,4,2,0,4,0,1,1,7,False
284,234,7,5,5,1,0,1,2,1,1,2,False
302,197,16,8,4,4,2,4,1,0,2,3,False
285,230,8,4,5,0,3,1,0,0,2,5,False
314,195,3,9,4,6,1,4,0,1,1,5,False
311,212,1,3,0,3,2,2,2,2,2,3,False
268,225,20,13,0,3,0,4,1,2,1,6,True
260,241,15,14,1,5,1,4,0,1,0,1,True
329,168,21,11,0,1,1,3,0,1,1,7,False
254,246,16,12,5,2,3,0,0,2,2,1,True
234,271,20,0,2,4,2,1,2,1,2,4,True
220,284,17,4,3,2,2,2,1,0,0,8,False
303,210,17,3,2,0,3,0,1,1,2,1,False
271,246,4,11,2,1,1,1,1,0,1,4,True
236,264,25,7,0,1,2,5,0,1,1,1,True
281,242,1,4,2,4,2,3,0,0,2,2,False
289,219,18,9,0,2,1,2,1,0,2,0,False
300,213,14,7,0,3,2,0,1,2,0,1,False
255,244,19,12,1,2,2,3,2,1,2,0,True
295,206,25,7,3,2,0,4,0,0,1,0,False
277,242,6,6,3,2,0,2,1,1,2,1,False
276,235,9,2,4,4,3,2,0,0,0,8,False
224,291,14,1,5,0,0,1,0,1,0,6,False
268,244,2,13,0,3,2,3,2,2,1,3,True
255,249,20,4,0,4,2,3,2,2,1,1,True
255,249,14,0,5,6,3,1,2,2,1,5,True
282,235,5,3,0,2,1,3,2,2,2,6,False
294,225,5,0,4,0,2,4,1,1,0,7,False
220,275,19,12,3,5,1,1,1,1,0,5,False
279,229,10,11,4,5,0,0,2,2,0,1,False
301,231,3,3,1,0,0,0,1,1,0,2,False
262,255,10,2,1,5,0,2,2,1,2,1,True
272,221,25,7,1,3,1,1,2,2,0,8,False
284,217,5,14,1,5,0,3,2,2,1,9,False
272,230,11,14,0,4,0,0,2,1,2,7,False
276,219,19,13,4,4,0,3,1,1,2,1,False
268,244,12,3,2,1,1,1,1,1,1,8,True
294,193,24,13,2,0,2,2,2,2,1,8,False
262,248,12,7,0,4,1,4,1,1,0,3,True
234,259,18,12,2,1,3,4,1,2,1,6,True
312,184,13,10,3,5,2,2,1,0,2,9,False
303,195,9,15,5,2,2,4,2,1,2,3,False
313,192,12,9,3,5,3,0,2,2,0,2,False
259,263,4,1,5,6,2,0,0,0,2,1,True
210,288,17,9,1,4,1,5,1,1,1,5,False
315,195,12,7,2,4,3,1,2,0,0,2,False
311,198,5,13,1,6,0,1,0,0,1,7,False
243,269,3,10,0,4,1,2,2,1,2,6,True
275,245,14,0,1,5,0,1,1,0,1,0,False
307,212,2,1,3,4,0,5,0,0,1,8,False
258,236,22,10,4,1,1,0,1,2,1,7,True
217,287,21,3,4,3,0,2,0,2,0,4,False
303,190,19,4,2,4,3,3,2,2,2,9,False
303,212,3,6,4,3,2,3,0,0,2,5,False
317,192,13,5,3,3,2,2,2,1,0,3,False
248,273,3,8,0,1,2,3,1,1,0,3,False
243,269,6,7,2,0,3,3,2,0,2,6,True
271,246,6,5,4,5,1,1,1,0,1,2,True
297,221,6,4,0,2,2,4,0,2,1,4,False
256,245,13,10,0,4,0,3,1,2,0,9,True
224,280,13,8,3,2,2,4,1,1,2,3,False
329,182,4,15,2,6,0,1,0,1,1,2,False
261,256,15,0,4,0,2,3,1,0,1,0,True
298,225,2,6,0,2,1,0,1,0,0,8,False
237,273,3,4,3,4,2,4,1,2,1,9,False
218,303,4,4,4,0,2,2,0,2,1,3,False
285,226,8,4,3,2,1,2,1,2,2,7,False
264,255,8,3,3,2,1,3,0,1,0,3,True
269,225,14,10,5,6,0,4,1,1,1,7,True
302,202,11,11,5,4,3,1,0,2,0,2,False
256,254,8,8,0,6,1,2,2,1,2,3,True
294,215,0,6,5,6,3,2,1,1,2,8,False
260,236,23,4,0,6,3,1,1,0,2,7,True
281,214,25,8,1,3,1,1,2,1,0,6,False
